speaker	fieldwork	sex	age	class	education1	bornTyneside	∫_02661	∫_02662	BA_00421	BA_00422	BA_00423	BA_00424	BA_00425	BA_00461	BA_00462	BA_00464	bFin_02241	bFin_02242	bFin_02243	bFin_02244	bInit_02201	bInit_02202	bInit_02203	bInit_02204	bMed_02221	bMed_02222	bMed_02223	bMed_02224	BO_01481	BO_01482	BO_01483	BO_01484	BO_01504	BO_15001	BO_15002	BO_15003	BO_15004	CH_01521	CH_01523	CH_01524	CH_01525	CH_01526	CH_01541	CH_01542	CH_015201	CH_015202	CU_01862	CU_01881	CU_01883	CU_01902	CU_01923	CU_01924	ð_02601	ð_02602	ð_02603	ð_02605	ð_02606	ð_02608	dFin_02361	dFin_02362	dFin_02363	dFin_02364	dFin_02365	dFin_02366	dInit_02321	dInit_02322	dInit_02323	dMed_02321	dMed_02322	dMed_02323	dMed_02341	dMed_02342	dMed_02343	dMed_02344	dMed_02345	dMed_02346	DR_00241	DR_00242	DR_00243	DR_00244	DR_00245	DR_00246	DR_00261	DR_00262	DR_00281	DR_00283	DR_00284	DR_00285	DR_00301	DR_00302	DR_00303	DR_00321	DR_00322	dʒ_02521	dʒ_02522	dʒ_02523	ə4b_20001	ə4b_20021	ə12_02021	ə12_02022	ə12_02041	ə12_02042	ə12_02061	ə4a_01981	ə4a_01982	ə4a_02001	ə4a_02002	ə4a_02003	ə4a_02004	f_02541	f_02542	f_02543	f_02544	FA_01041	FA_01042	FA_01043	FA_01044	FA_01045	FA_01061	FA_01062	FA_01063	FA_01064	FA_01081	FA_01121	FA_01122	FA_01123	FA_01124	FA_01141	FA_01142	FA_01144	FA_11201	FA_11202	FA_11203	FA_11401	FA_11402	FI_01361	FI_01362	FI_01363	FI_01364	FI_01402	FI_14001	FI_14002	FI_14004	FL_0021	FL_0022	FL_0023	FL_0024	FL_0025	FL_0026	FL_0042	FL_0043	FL_0044	FL_0045	FL_0081	FL_0082	FL_0083	FL_0084	FL_00103	FL_00120	FL_00121	FL_00122	FL_00123	FL_01361	FL_01362	FL_01382	FO_00841	FO_00842	FO_00843	FO_00844	FO_00861	FO_00862	FO_00863	FO_00881	FO_00882	FO_00883	FO_00884	gFin_02481	gFin_02482	gFin_02483	gFin_02484	gInit_02441	gInit_02442	gInit_02443	gInit_02444	gMed_02461	gMed_02468	GOA_01161	GOA_01162	GOA_01163	GOA_01164	GOA_01165	GOA_01181	GOA_01182	GOA_01183	GOA_01184	GOA_01201	GOA_01202	GOA_01203	GOA_01204	GOA_01205	GOA_01208	GOA_01221	GOA_01222	GOA_01223	GOA_01224	GOA_01242	GOA_01261	GOA_01262	GOA_01263	GOA_01264	GOA_11601	GOA_11602	GOA_11603	GOA_12601	GOA_12602	GO_00901	GO_00902	GO_00903	GO_00904	GO_00905	GO_00906	GO_00908	GO_00922	GO_00924	GO_00943	h_02701	h_02703	h_02704	hY_02121	hY_02122	hY_02123	hY_02124	j2_02881	j2_02882	j2_02883	kFin_02420	kFin_02421	kFin_02422	kFin_02423	kFin_02424	kFin_02425	kFin_02426	kFin_02427	kFin_02428	kFin_02429	kInit_02381	kInit_02382	kInit_02383	kInit_02384	kInit_02385	kInit_02386	kInit_02388	KI_00141	KI_00142	KI_00143	KI_00144	KI_00145	KI_00161	KI_00162	KI_00163	KI_00164	KI_00166	KI_00183	KI_00201	KI_00203	KI_00226	kMed_02401	kMed_02402	kMed_02403	kMed_02404	kMed_02405	kMed_02406	kMed_02409	l_02781	l_02782	l_02783	l_02785	l_02786	l_02801	l_02802	l_02803	l_02804	l_02805	l_02821	l_02822	l_02823	l_02824	l_02825	l_02841	l_02842	l_02843	l_02844	l_02845	l_02848	leR_01941	leR_01942	leR_01944	leR_01961	leR_01962	leR_01963	leR_01964	LO_00501	LO_00502	LO_00503	LO_00504	LO_00505	LO_00506	LO_00508	LO_00522	LO_00525	LO_00541	LO_00542	LO_00543	LO_00561	LO_00562	LO_00581	LO_56001	LO_56002	LO_56005	LO_58002	m_02721	m_02722	m_02723	m_02725	MO_01421	MO_01422	MO_01423	MO_01424	MO_01425	MO_01441	MO_01442	MO_01443	MO_01444	MO_01461	MO_01462	MO_01463	MO_01464	MO_14401	MO_14402	MO_14601	MO_14602	n_02741	n_02742	n_02743	n_02744	n_02745	n_02747	NEA_01721	NEA_01722	NEA_01723	NEA_01724	NEA_01761	NEA_01762	NEA_01763	NEA_01766	NEA_01781	NEA_17201	NEA_17801	NEA_17802	NEA_17803	NU_01601	NU_01602	NU_01603	NU_01606	NU_01621	NU_01622	NU_01623	NU_01625	NU_01626	NU_01641	NU_01642	NU_01643	NU_01645	NU_01662	NU_01681	NU_01682	NU_01683	NU_01684	NU_01685	NU_01686	NU_01687	NU_01688	NU_16005	ŋFree_02761	ŋFree_02762	ŋFree_02763	ŋFree_02764	ŋFree_02766	ŋFree_02767	Ŋbound_27601	ŋBound_27602	Ŋbound_27603	ŋBound_27604	ŋBound_27605	pFin_02181	pFin_02182	pFin_02183	pFin_02184	pFin_02185	pFin_02186	pFin_02187	pFin_02188	pInit_02141	pInit_02142	pInit_02143	pInit_02144	pInit_02145	pInit_02146	pMed_02161	pMed_02162	pMed_02163	pMed_02164	pMed_02165	pMed_02166	PR_01281	PR_01282	PR_01283	PR_01284	PR_01285	PR_01301	PR_01302	PR_01303	PR_01304	PR_01305	PR_01322	PR_01323	PR_01341	PR_01342	PR_01343	PR_01344	r_02861	r_02862	r_02863	r_02864	r_02865	r_02866	r_02867	r_02869	s_2621	s_2622	s_2623	s_2624	s_2625	s_02862	SQ_01801	SQ_01802	SQ_01803	SQ_01821	SQ_01822	SQ_01823	SQ_01824	SQ_01841	SQ_01842	ST_00722	ST_00723	ST_00724	ST_00741	ST_00742	ST_00743	ST_00744	ST_00745	ST_00761	ST_00762	ST_00763	ST_00764	ST_00765	ST_00801	ST_00803	ST_00805	ST_00821	ST_00822	ST_00823	ST_00824	ST_00825	t∫_02501	t∫_02502	t∫_02503	t∫_02504	t∫_02505	tFin_02300	tFin_02301	tFin_02302	tFin_02303	tFin_02304	tFin_02305	tFin_02306	tFin_02307	tFin_02308	tFin_02309	TH_00601	TH_00602	TH_00603	TH_00606	TH_00621	TH_00622	TH_00623	TH_00624	TH_00625	TH_00626	TH_00627	TH_00628	TH_00629	TH_00641	TH_00642	TH_00644	TH_00682	TH_00701	TH_00702	TH_00704	tInit_02261	tInit_02262	tInit_02263	tInit_02264	tInit_02265	tInit_02266	tInit_02268	tMed_02281	tMed_02282	tMed_02283	tMed_02284	tMed_02285	tMed_02286	tMed_02287	tMed_02288	tMed_02289	TR_00341	TR_00342	TR_00343	TR_00344	TR_00345	TR_00346	TR_00361	TR_00363	TR_00364	TR_00381	TR_00382	TR_00383	TR_00402	ɪ1_02081	ɪ1_02082	ɪ1_02083	ɪ1_02088	ɪ1_02101	ɪ1_02102	ɪ1_02103	v_02561	v_02562	v_02563	v_02566	w_02940	w_02941	w_02942	w_02943	w_02944	w_02948	z_02640	z_02641	z_02642	z_02643	z_02644	z_02646	ʒ_02681	ʒ_02682	θ_02581	θ_02582	θ_02583	θ_02584	θ_02585	θ_02586
G01F	Gateshead	F	MA	WC	no_FE	South_Tyneside	1	0	1	0	0	0	0	0	0	0					1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0,25	0,75	0	1	0	0	0	0	0	0,5384615385	0	0,1384615385	0,0307692308	0,2923076923	0	0	0	0,7916666667	0,1458333333	0,0416666667	0,0208333333	0,0454545455	0,9545454545	0	0	0	0	1	0	0	0	0	0	0,2424242	0,2272727	0	0,030303	0	0,4545455	0	0	0	0	0	0	0,0151515	0	0	0,030303	0	1	0	0	0	1	0,8333333333	0	0,0833333333	0	0,0833333333							0,9787234043	0	0	0,0212765957	0,0857142857	0	0	0	0	0	0	0	0	0	0	0	0,8	0	0	0	0	0	0,0285714286	0	0,0857142857	0	0	0	0	0	0	0	1	0	0	0	0,7222222222	0,0277777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0,25	0	0	0	0	0	0	0,9	0,1	0	0	0	0	0	0	0	1	0	0	0	0,8064516129	0,1612903226	0,0322580645	0	1	0	0	0	0	0,1756756757	0,0135135135	0,7702702703	0	0,027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0135135135	0	0,16	0,08	0,28	0,08	0	0,4	0	0	0	0	0,9333333333	0,0333333333	0,0333333333	0	0	1	0	1	0	0	0	0,9574468085	0	0	0	0	0	0	0	0,0425531915	0,1136363636	0	0,7045454545	0	0,1818181818	0	0	0	0	0	0,6	0	0,3076923077	0	0	0	0,0461538462	0	0	0,0461538462	0	0,6923076923	0,1538461538	0	0,1538461538	0	0	0	0,3962264151	0	0	0	0	0,1132075472	0	0	0	0	0	0,2075471698	0	0,0188679245	0,1320754717	0	0	0,1132075472	0,0188679245	0	0	0,125	0,025	0	0,85	0	0	0	0,5660377358	0	0,2641509434	0,1509433962	0	0	0	0	0	0	0	0	0,0188679245	0	0	0	0	0	0	1	0	0	0	0	0	0	0,0952380952	0	0	0	0,9047619048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0,7272727273	0	0,0909090909	0	0	0	0,1818181818	0	0	0	0	0,05	0	0	0,3	0,3	0	0	0,15	0,05	0	0	0	0	0	0	0	0	0	0	0,15	0	1	0	0	0	0	0	0,166667	0	0,833333	0	0	0	0	0,8571428571	0	0,1428571429	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0,0625	0	0	0	0	0,6875	0	0	0	0,25	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0,4047619048	0,0476190476	0,0238095238	0	0	0	0	0	0	0,2619047619	0	0	0	0,0238095238	0,2380952381	0	0	1	0	0	0	0	0	0,7804878049	0,1219512195	0	0,0162601626	0,0081300813	0,0162601626	0	0,0569105691	0	0	0	0	0	0,0303030303	0,0303030303	0,1515151515	0	0,0303030303	0,6060606061	0,1515151515	0	0	0	0	0	0	0	0	0	0,0862068966	0,1724137931	0,7413793103	0	0	0	0	0,2692307692	0,4230769231	0,1923076923	0,1153846154	0	0	0	0	0	0	0,6486486486	0,1891891892	0,027027027	0,1351351351	0	0	0	0	0	0	0	0	0,8292682927	0	0,0731707317	0,012195122	0	0,0853658537	0	1	0	0	0	0	0,9882352941	0	0,0117647059	0	0	0	0,7213114754	0,2786885246	0	0	0	1	0	0,55	0	0,05	0	0,4	0
G02M	Gateshead	M	MA	WC	FE	South_Tyneside	1	0	0,75	0,25	0	0	0	0	0	0	0	1	0	0	0,7419354839	0,2580645161	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0,6666666667	0,3333333333	0	0							0,7735849057	0,0188679245	0,0188679245	0	0,1886792453	0	0,0212765957	0,0212765957	0,7659574468	0,170212766	0,0212765957	0	0	1	0	0	0	0	0,9375	0	0	0	0,0625	0	0,2622951	0,3934426	0	0,0983607	0	0,1967213	0	0	0	0	0	0,0163934	0	0	0	0,0327869	0	1	0	0	0	1	0,9166666667	0	0	0,0833333333	0	0	0	1	0	0	0	0,9761904762	0,0238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,2424242424	0	0	0	0	0	0,7272727273	0,0303030303	0	0	0	0	0	0	0	0	1	0	0	0	0,8214285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1071428571	0,0714285714	0	0	0	0	0	1	0	0	0	0	0	0	0	0					0,6363636364	0,3636363636	0	0	1	0	0	0,0093457944	0	0	0	0,1121495327	0	0	0	0	0	0	0,0373831776	0,2056074766	0	0,0186915888	0	0	0,5981308411	0	0,0093457944	0	0	0	0	0	0	0,0093457944	0	0,1481481481	0,1111111111	0,037037037	0,2592592593	0,0740740741	0,3703703704	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0,875	0	0	0	0,05	0	0	0	0,075	0,1555555556	0	0,7777777778	0	0,0444444444	0	0,0222222222	0,0166666667	0	0	0,5166666667	0	0,4	0	0	0	0	0	0	0,0666666667	0	0,6666666667	0	0	0,3333333333	0	0	0	0,3177570093	0	0	0	0	0,1588785047	0	0	0	0	0,0093457944	0,1869158879	0,0093457944	0	0,2242990654	0	0	0,0560747664	0,0280373832	0,0093457944	0	0,2	0,1	0	0,3	0,0333333333	0	0,3666666667	0,6734693878	0,0612244898	0,1020408163	0,1632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0,05	0	0	0	0,3	0	0	0	0	0	0	0	0,6	0,05	1	0	0	0	0	0	0	0	0	0	0,3	0	0	0	0	0	0,5	0,1	0,1	0	0	0	0	0,0555555556	0	0,7777777778	0	0,0555555556	0	0	0	0	0	0	0	0	0	0	0	0	0,1111111111	0	1	0	0	0	0	0	0,470588	0	0,529412	0	0	0	0,4	0,6	0	0	0	0	0	0	0,88	0,08	0,04	0	0	0	0,1666666667	0,3333333333	0	0,5	0	0	0	0,0090909091	0,0636363636	0,0090909091	0,0090909091	0	0	0,5	0	0	0	0,4	0	0,0090909091	0	0,9523809524	0,0158730159	0	0	0	0	0	0,0317460317	0,9861111111	0	0,0069444444	0,0069444444	0	0	0	0	0	0,0476190476	0,9523809524	0	0	0	0	0	0	0	0,0303030303	0,5151515152	0,0303030303	0,0909090909	0	0	0	0	0	0,0303030303	0,2121212121	0,0303030303	0,0303030303	0	0,0303030303	0	0	0	0,5882352941	0	0	0	0,4117647059	0	0,7096774194	0,0806451613	0,0161290323	0,0322580645	0,0080645161	0	0,0241935484	0,1290322581	0	0,0487804878	0	0	0	0	0,0243902439	0	0	0	0,8536585366	0,0731707317	0	0	0	0	0	0	0	0	0	0,3035714286	0,1785714286	0,5178571429	0	0	0	0	0,6923076923	0,2692307692	0,0384615385	0	0	0	0	0	0	0	0,7659574468	0,0212765957	0	0,1914893617	0	0	0	0,0212765957	0	0	0	0	0,8735632184	0	0,091954023	0	0,0229885057	0,0114942529	0	0,9803921569	0,0196078431	0	0	0	1	0	0	0	0	0	0,8095238095	0,1904761905	0	0	0	1	0	0,8260869565	0	0,1304347826	0	0,0434782609	0
G03F	Gateshead	F	MA	WC	no_FE	South_Tyneside	1	0	0,6666666667	0,3333333333	0	0	0	0	0	0					0,9821428571	0,0178571429	0	0	1	0	0	0	0,5	0	0	0	0	0,25	0,25	0	0																0,640625	0	0,140625	0,015625	0,203125	0	0,0227272727	0	0,8636363636	0,0909090909	0,0227272727	0	0,03125	0,96875	0	0	0	0	0,9411764706	0,0588235294	0	0	0	0	0,3970588	0,3382353	0	0,0294118	0,0147059	0,1617647	0	0	0	0	0	0,0147059	0,0147059	0	0	0,0294118	0	1	0	0			0,8	0	0,2	0	0	0,2	0	0,8	0	0	0	1	0	0	0	0,0175438596	0	0	0	0	0	0	0	0	0	0,0175438596	0	0,7719298246	0	0	0	0	0	0,1228070175	0	0,0701754386	0	0	1	0	0	0	0	0	0	0,0238095238	0	0,5476190476	0,0476190476	0	0	0	0	0	0	0	0	0	0	0	0	0,0238095238	0,3333333333	0,0238095238	0	0	0	0	0	0,7777777778	0,1111111111	0	0	0	0	0	0,1111111111	0	1	0	0	0	0,8181818182	0,1818181818	0	0	1	0	0	0	0	0	0	0,8070175439	0	0,1403508772	0	0	0,0175438596	0	0,0175438596	0	0	0,0175438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1923076923	0	0,0384615385	0,0769230769	0	0,6923076923	0	0	0	0	0,8181818182	0	0,1818181818	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0,3703703704	0	0,6296296296	0	0	0	0	0	0	0	0,515625	0	0,375	0	0	0	0,03125	0	0,015625	0,0625	0	0,6	0,4	0	0	0	0	0	0,3177570093	0	0	0	0	0,2056074766	0	0	0	0	0	0,1214953271	0	0,0280373832	0,1775700935	0	0	0,0934579439	0,0560747664	0	0	0,0454545455	0,0227272727	0	0,7727272727	0	0	0,1590909091	0,2295081967	0,0327868852	0,4426229508	0,262295082	0	0	0	0	0	0,0163934426	0	0	0	0	0	0	0,0163934426	0	0	1	0	0	0	0	0	0	0,0555555556	0	0	0	0,8888888889	0	0	0	0	0	0,0555555556	0	0	0	1	0	0	0	0	0	0	0	0	0	0,0909090909	0	0	0	0	0	0,9090909091	0	0	0	0	0	0	0	0,1578947368	0,5789473684	0	0	0,1052631579	0,0526315789	0	0	0	0	0	0	0	0	0	0,1052631579	0	0	0,91667	0	0	0	0,08333	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0,8888888889	0,0555555556	0,0555555556	0	0	0	0,1666666667	0,1666666667	0,6666666667	0	0	0	0	0,0103092784	0,0618556701	0,0103092784	0	0	0	0,6494845361	0	0	0	0,2680412371	0	0	0	0,8695652174	0,0652173913	0	0,0217391304	0	0	0	0,0434782609	0,968	0,008	0,024	0	0	0	0	0	0	0,0714285714	0,9285714286	0	0	0	0	0	0	0	0	0,6956521739	0,0434782609	0,0217391304	0	0	0	0	0	0	0,1304347826	0	0	0	0,0217391304	0,0869565217	0	0	1	0	0	0	0	0	0,7666666667	0,1333333333	0	0	0,0083333333	0,0083333333	0	0,0833333333	0	0,0357142857	0	0	0	0	0,1071428571	0	0	0,0714285714	0,5357142857	0,2142857143	0	0,0357142857	0	0	0	0	0	0	0	0,119047619	0,0952380952	0,7857142857	0	0	0	0	0,275862069	0,2068965517	0,4827586207	0	0	0	0,0344827586	0	0	0,0588235294	0,6666666667	0	0	0,0980392157	0	0	0,0784313725	0,0980392157	0	0	0	0	0,8725490196	0	0,0980392157	0	0	0,0294117647	0	1	0	0	0	0	0,9893617021	0	0	0	0,0106382979	0	0,8307692308	0,1692307692	0	0	0	1	0	0,8181818182	0	0	0	0,1818181818	0
G04M	Gateshead	M	O	WC	no_FE	South_Tyneside	1	0	0,7857142857	0	0,0714285714	0	0,1428571429	0	0	0	0	1	0	0	0,9811320755	0,0188679245	0	0	1	0	0	0																									0,5757575758	0,0151515152	0,0606060606	0,1666666667	0,1818181818	0	0	0	0,9285714286	0,0714285714	0	0	0,1470588235	0,8529411765	0	0	0	0	0,8823529412	0	0	0	0,0882352941	0,0294117647	0,2	0,36	0	0,08	0,04	0,24	0	0	0	0	0	0,04	0,0266667	0	0	0	0,0133333	1	0	0			1	0	0	0	0	0,2	0	0,8	0	0	0	0,9615384615	0,0192307692	0	0,0192307692	0	0	0,0612244898	0	0	0	0	0	0	0	0	0	0,7551020408	0,0612244898	0	0	0	0	0,0204081633	0	0,0816326531	0,0204081633	0	0	0	0	0	0	1	0	0	0	0,6097560976	0,1463414634	0	0	0	0	0	0	0	0,0243902439	0	0,0243902439	0	0	0,0243902439	0,1707317073	0	0	0	0	0	0,0769230769	0,6923076923	0,1538461538	0	0	0,0769230769	0	0	0	0					0,7692307692	0,2307692308	0	0	1	0	0	0	0	0	0	0,1956521739	0	0,0869565217	0	0	0	0	0,0434782609	0,4565217391	0,0217391304	0,152173913	0	0	0	0	0	0	0,0217391304	0	0	0	0	0,0217391304	0	0,2105263158	0,0526315789	0	0,1052631579	0,0526315789	0,5263157895	0	0,0526315789	0	0	0,8666666667	0,0333333333	0,1	0,125	0,03125	0,84375	0	1	0	0	0	0,8	0	0	0,0222222222	0	0	0,0222222222	0	0,1555555556	0,2307692308	0	0,7692307692	0	0	0	0	0	0	0	0,3928571429	0,0178571429	0,3571428571	0	0	0	0,0178571429	0	0	0,2142857143	0	0,4761904762	0,3333333333	0	0,1904761905	0	0	0	0,4423076923	0	0,0288461538	0	0	0,125	0	0	0	0	0	0,1826923077	0,0192307692	0,0384615385	0,0769230769	0,0288461538	0,0096153846	0,0096153846	0,0288461538	0,0096153846	0	0,025	0,4	0	0,425	0	0	0,15	0,4285714286	0,0357142857	0,2738095238	0,2023809524	0,0119047619	0,0119047619	0	0	0	0	0	0	0,0357142857	0	0	0	0	0	0	0,9880952381	0,0119047619	0	0	0	0	0,0857142857	0,1428571429	0	0	0	0,2571428571	0	0	0	0	0	0	0	0,3142857143	0,2	0,995049505	0	0,004950495	0	0	0	0,1176470588	0,1764705882	0,0588235294	0	0	0	0	0	0	0	0,5294117647	0,1176470588	0	0	0	0,0588235294	0	0	0,0588235294	0,3529411765	0	0	0,1176470588	0,1764705882	0	0	0	0	0	0	0	0	0	0	0,2352941176	0	1	0	0	0	0	0	0	0	1	0	0	0	0,1666666667	0,6666666667	0	0,1666666667	0	0	0	0,0869565217	0,8695652174	0,0434782609	0	0	0	0	0	0,1666666667	0,3333333333	0,5	0	0,0099009901	0	0,0297029703	0,0891089109	0,0099009901	0,0099009901	0	0	0,603960396	0	0	0	0,2475247525	0	0	0	0,768115942	0,1014492754	0	0	0	0,0289855072	0	0,1014492754	0,99375	0	0,00625	0	0	0	0	0	0	0,1875	0,75	0,0625	0	0	0	0	0	0	0,0444444444	0,6222222222	0,0444444444	0,1111111111	0,0222222222	0	0	0	0	0	0,1333333333	0	0	0	0	0	0,0222222222	0	1	0	0	0	0	0	0,5309734513	0,0796460177	0,0442477876	0,017699115	0	0,0353982301	0,1150442478	0,1769911504	0	0,0487804878	0	0	0	0	0,0975609756	0	0	0,1219512195	0,6585365854	0,0487804878	0,0243902439	0	0	0	0	0	0	0	0	0,2741935484	0,1935483871	0,5	0,0161290323	0	0	0,0161290323	0,7567567568	0,1891891892	0,027027027	0	0	0,027027027	0	0	0	0	0,6851851852	0,1481481481	0,0555555556	0,0925925926	0	0	0	0,0185185185	0	0	0	0	0,875	0,0113636364	0,0454545455	0	0	0,0681818182	0	0,9814814815	0	0,0185185185	0	0	1	0	0	0	0	0	0,9387755102	0,0612244898	0	0	0			0,9230769231	0	0,0769230769	0	0	0
G05F	Gateshead	F	Y	LMC	FE	South_Tyneside	1	0	0,7272727273	0,0909090909	0,1818181818	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0										0	0	0	0	0	0	0	1	0							0,8181818182	0,038961039	0,012987013	0,038961039	0,0909090909	0	0,021978022	0	0,8351648352	0,1318681319	0	0,010989011	0,0303030303	0,9090909091	0,0606060606	0	0	0	0,6923076923	0,1923076923	0	0,0384615385	0	0,0769230769	0,1460674	0,2022472	0	0,0898876	0	0,5393258	0	0	0,011236	0	0	0	0	0	0	0	0,011236	0,96	0,04	0	1	0	0,9	0	0	0	0,1	0	1	0	0	0	0	1	0	0	0	0,0434782609	0	0	0	0	0	0	0	0	0	0,0434782609	0	0,9130434783	0	0	0	0	0	0	0	0	0									0	0	0,6530612245	0,0816326531	0,0204081633	0,0408163265	0	0	0	0	0	0	0	0	0	0	0,0612244898	0,1428571429	0	0	0	0	0,0714285714	0	0,4285714286	0,4285714286	0	0	0,0714285714	0	0	0	0	0	0	1	0	0,6666666667	0,2916666667	0,0416666667	0	1	0	0	0	0	0,0677966102	0	0,8813559322	0	0,0338983051	0	0	0,0169491525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1470588235	0,4411764706	0,0882352941	0	0	0,3235294118	0	0	0	0	0,9655172414	0	0,0344827586	0,0454545455	0,0454545455	0,9090909091	0	0,976744186	0,011627907	0,011627907	0	0,9	0	0	0	0,025	0,05	0	0,025	0	0,3404255319	0	0,6170212766	0	0,0425531915	0	0	0	0	0	0,7341772152	0	0,2278481013	0	0	0	0	0	0	0,0379746835	0	0,3913043478	0,5217391304	0,0434782609	0	0	0,0434782609	0	0,4424242424	0	0	0	0	0,1515151515	0,0060606061	0	0	0	0,0060606061	0,096969697	0	0,0060606061	0,2	0	0	0,0606060606	0,0181818182	0,0121212121	0	0	0,6071428571	0	0,3214285714	0,0714285714	0	0	0,5762711864	0	0,3389830508	0,0847457627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0,1612903226	0,8387096774	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0,09375	0,09375	0,03125	0	0,375	0	0,03125	0	0	0	0,375	0	0	0	0	0,2162162162	0,0810810811	0	0,0810810811	0,5945945946	0,027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0,5	0,5	0	0	0	0	0	0,0294117647	0,8235294118	0,1176470588	0,0294117647	0	0	0	0,1666666667	0,1111111111	0,7222222222	0	0	0,1666666667	0	0,068627451	0,2549019608	0,0392156863	0	0	0	0,4705882353	0	0	0	0	0	0	0	0,9888888889	0	0,0111111111	0	0	0	0	0	0,987012987	0,012987013	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0,0416666667	0,5416666667	0,0833333333	0	0	0	0	0	0	0	0	0	0	0	0	0,3333333333	0	0	1	0	0	0	0	0	0,5547445255	0,1824817518	0,0218978102	0,0291970803	0	0,0437956204	0,0145985401	0,1532846715	0	0	0	0	0	0,04	0,12	0,12	0	0,12	0,48	0,12	0	0	0	0	0	0	0	0	0	0,1052631579	0	0,8947368421	0	0	0	0	0,0444444444	0,4666666667	0,4666666667	0	0,0222222222	0	0	0	0	0,0980392157	0,7254901961	0,0784313725	0	0,0980392157	0	0	0	0	0	0	0	0	0,6428571429	0,0714285714	0,1326530612	0	0,0714285714	0,0816326531	0	0,9841269841	0,0158730159	0	0	0	1	0	0	0	0	0	0,8620689655	0,1379310345	0	0	0			0,9583333333	0	0	0	0,0416666667	0
